Customer ID,Total Cutomer,Brand,Age,Average Age,Age Group,Gender,Location,Rating,Average Satisfaction,Customer Satisfaction,Feedback Text,Customer Sentiment,Complaint Tag,Sentiment Score,Review Date,Month and Year,Monthly Satisfaction,High Risk Flag,High Risk Customer,Churn Risk%
CUST1161,1000,Vivo,58,39,47-60,Female,Rangpur,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"7 February, 2023",Feb-2023,,0,347,35%
CUST1162,1000,Oneplus,20,39,18-25,Male,Rajshahi,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"30 July, 2023",Jul-2023,,1,347,35%
CUST1163,1000,Oppo,56,39,47-60,Other,Khulna,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"19 March, 2024",Mar-2024,,1,346,35%
CUST1164,1000,Oneplus,23,39,18-25,Other,Sylhet,3,3,Neutral,Stylish design,Neutral,General,0,"23 November, 2023",Nov-2023,,0,345,35%
CUST1165,1000,Samsung,25,39,18-25,Male,Khulna,4,3,Satisfied,Lags frequently,Negative,Slow System,-1,"15 August, 2023",Aug-2023,,0,345,35%
CUST1166,1000,Oneplus,44,39,36-45,Other,Barisal,4,3,Satisfied,Stylish design,Neutral,General,0,"17 February, 2023",Feb-2023,,0,345,35%
CUST1167,1000,Apple,26,39,26-35,Female,Dhaka,5,3,Very Satisfied,Customer service is slow,Negative,Slow System,-1,"18 January, 2023",Jan-2023,,0,345,35%
CUST1168,1000,Samsung,54,39,46-55,Female,Dhaka,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"14 March, 2024",Mar-2024,,0,345,35%
CUST1169,1000,Vivo,50,39,46-55,Female,Dhaka,1,3,Very Dissatisfied,Very durable,Positive,General,1,"8 December, 2024",Dec-2024,,1,345,35%
CUST1170,1000,Samsung,59,39,47-60,Female,Khulna,2,3,Dissatisfied,Design feels outdated,Negative,General,-1,"6 July, 2023",Jul-2023,,1,344,34%
CUST1171,1000,Oppo,41,39,36-45,Male,Sylhet,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"11 December, 2023",Dec-2023,,0,343,34%
CUST1172,1000,Xiaomi,32,39,26-35,Other,Dhaka,4,3,Satisfied,Very durable,Positive,General,1,"12 August, 2023",Aug-2023,,0,343,34%
CUST1173,1000,Vivo,49,39,46-55,Female,Sylhet,3,3,Neutral,Very durable,Positive,General,1,"2 May, 2024",May-2024,,0,343,34%
CUST1174,1000,Samsung,49,39,46-55,Male,Khulna,4,3,Satisfied,Design feels outdated,Negative,General,-1,"17 August, 2023",Aug-2023,,0,343,34%
CUST1175,1000,Vivo,41,39,36-45,Other,Barisal,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"25 January, 2024",Jan-2024,,1,343,34%
CUST1176,1000,Vivo,58,39,47-60,Other,Sylhet,4,3,Satisfied,Poor camera resolution,Negative,General,-1,"11 August, 2024",Aug-2024,,0,342,34%
CUST1177,1000,Vivo,29,39,26-35,Male,Barisal,1,3,Very Dissatisfied,Affordable and reliable,Positive,General,1,"7 July, 2023",Jul-2023,,1,342,34%
CUST1178,1000,Xiaomi,56,39,47-60,Male,Khulna,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"27 September, 2023",Sep-2023,,1,341,34%
CUST1179,1000,Oneplus,19,39,18-25,Female,Khulna,3,3,Neutral,Breaks easily,Negative,General,-1,"29 August, 2024",Aug-2024,,0,340,34%
CUST1180,1000,Vivo,20,39,18-25,Other,Rajshahi,1,3,Very Dissatisfied,Excellent battery life,Positive,Battery Problem,1,"6 November, 2023",Nov-2023,,1,340,34%
CUST1181,1000,Apple,54,39,46-55,Other,Khulna,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"12 May, 2023",May-2023,,1,339,34%
CUST1182,1000,Oppo,34,39,26-35,Male,Khulna,3,3,Neutral,Too expensive for features,Negative,Pricing Issue,-1,"4 July, 2024",Jul-2024,,0,338,34%
CUST1183,1000,Xiaomi,19,39,18-25,Other,Chittagong,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"13 March, 2023",Mar-2023,,1,338,34%
CUST1184,1000,Samsung,19,39,18-25,Female,Dhaka,1,3,Very Dissatisfied,Lags frequently,Negative,Slow System,-1,"2 November, 2024",Nov-2024,,1,337,34%
CUST1185,1000,Xiaomi,45,39,36-45,Other,Rajshahi,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"6 July, 2023",Jul-2023,,1,336,34%
CUST1186,1000,Samsung,40,39,36-45,Male,Rangpur,5,3,Very Satisfied,Customer service is slow,Negative,Slow System,-1,"30 April, 2024",Apr-2024,,0,335,34%
CUST1187,1000,Xiaomi,54,39,46-55,Male,Rajshahi,1,3,Very Dissatisfied,Affordable and reliable,Positive,General,1,"10 July, 2023",Jul-2023,,1,335,34%
CUST1188,1000,Samsung,49,39,46-55,Female,Rajshahi,1,3,Very Dissatisfied,Customer service is slow,Negative,Slow System,-1,"26 February, 2024",Feb-2024,,1,334,33%
CUST1189,1000,Vivo,50,39,46-55,Female,Rangpur,3,3,Neutral,Lags frequently,Negative,Slow System,-1,"30 April, 2023",Apr-2023,,0,333,33%
CUST1190,1000,Oneplus,18,39,18-25,Other,Chittagong,4,3,Satisfied,Excellent customer support,Positive,Service Complaint,1,"8 August, 2023",Aug-2023,,0,333,33%
CUST1191,1000,Samsung,36,39,36-45,Other,Barisal,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"22 February, 2023",Feb-2023,,1,333,33%
CUST1192,1000,Samsung,19,39,18-25,Male,Khulna,2,3,Dissatisfied,Affordable and reliable,Positive,General,1,"26 March, 2024",Mar-2024,,1,332,33%
CUST1193,1000,Apple,43,39,36-45,Female,Dhaka,5,3,Very Satisfied,Very durable,Positive,General,1,"16 February, 2024",Feb-2024,,0,331,33%
CUST1194,1000,Samsung,49,39,46-55,Female,Sylhet,5,3,Very Satisfied,Stylish design,Neutral,General,0,"4 October, 2024",Oct-2024,,0,331,33%
CUST1195,1000,Apple,23,39,18-25,Female,Rangpur,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"25 August, 2023",Aug-2023,,1,331,33%
CUST1196,1000,Oppo,49,39,46-55,Other,Barisal,5,3,Very Satisfied,Excellent battery life,Positive,Battery Problem,1,"20 December, 2024",Dec-2024,,0,330,33%
CUST1197,1000,Vivo,21,39,18-25,Female,Rangpur,3,3,Neutral,Too expensive for features,Negative,Pricing Issue,-1,"10 February, 2024",Feb-2024,,0,330,33%
CUST1198,1000,Apple,28,39,26-35,Male,Khulna,2,3,Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"30 August, 2024",Aug-2024,,1,330,33%
CUST1199,1000,Oneplus,34,39,26-35,Male,Chittagong,5,3,Very Satisfied,Affordable and reliable,Positive,General,1,"26 February, 2024",Feb-2024,,0,329,33%
CUST1200,1000,Vivo,55,39,46-55,Other,Rangpur,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"12 December, 2024",Dec-2024,,1,329,33%
CUST1201,1000,Apple,41,39,36-45,Other,Khulna,4,3,Satisfied,Customer service is slow,Negative,Slow System,-1,"4 September, 2023",Sep-2023,,0,328,33%
CUST1202,1000,Vivo,22,39,18-25,Female,Khulna,1,3,Very Dissatisfied,Stylish design,Neutral,General,0,"13 March, 2023",Mar-2023,,1,328,33%
CUST1203,1000,Vivo,51,39,46-55,Other,Chittagong,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"4 July, 2023",Jul-2023,,1,327,33%
CUST1204,1000,Vivo,23,39,18-25,Male,Rajshahi,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"6 January, 2023",Jan-2023,,1,326,33%
CUST1205,1000,Oppo,39,39,36-45,Female,Rajshahi,5,3,Very Satisfied,Breaks easily,Negative,General,-1,"25 July, 2023",Jul-2023,,0,325,33%
CUST1206,1000,Oneplus,28,39,26-35,Male,Dhaka,1,3,Very Dissatisfied,Lags frequently,Negative,Slow System,-1,"27 June, 2024",Jun-2024,,1,325,33%
CUST1207,1000,Xiaomi,33,39,26-35,Female,Dhaka,2,3,Dissatisfied,Affordable and reliable,Positive,General,1,"2 September, 2024",Sep-2024,,1,324,32%
CUST1208,1000,Xiaomi,50,39,46-55,Other,Rajshahi,4,3,Satisfied,Breaks easily,Negative,General,-1,"22 January, 2024",Jan-2024,,0,323,32%
CUST1209,1000,Apple,26,39,26-35,Female,Barisal,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"29 November, 2024",Nov-2024,,0,323,32%
CUST1210,1000,Vivo,23,39,18-25,Female,Sylhet,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"17 March, 2023",Mar-2023,,1,323,32%
CUST1211,1000,Apple,33,39,26-35,Male,Khulna,5,3,Very Satisfied,Design feels outdated,Negative,General,-1,"26 June, 2023",Jun-2023,,0,322,32%
CUST1212,1000,Oppo,46,39,46-55,Male,Sylhet,3,3,Neutral,Great performance under heavy use,Positive,General,1,"15 December, 2023",Dec-2023,,0,322,32%
CUST1213,1000,Oppo,20,39,18-25,Female,Khulna,1,3,Very Dissatisfied,Stylish design,Neutral,General,0,"12 September, 2023",Sep-2023,,1,322,32%
CUST1214,1000,Samsung,37,39,36-45,Other,Rajshahi,3,3,Neutral,Excellent customer support,Positive,Service Complaint,1,"2 December, 2024",Dec-2024,,0,321,32%
CUST1215,1000,Oppo,53,39,46-55,Other,Dhaka,2,3,Dissatisfied,Customer service is slow,Negative,Slow System,-1,"4 November, 2023",Nov-2023,,1,321,32%
CUST1216,1000,Samsung,36,39,36-45,Male,Barisal,4,3,Satisfied,Stylish design,Neutral,General,0,"11 December, 2023",Dec-2023,,0,320,32%
CUST1217,1000,Oneplus,43,39,36-45,Other,Dhaka,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"7 May, 2023",May-2023,,0,320,32%
CUST1218,1000,Apple,20,39,18-25,Male,Sylhet,1,3,Very Dissatisfied,Customer service is slow,Negative,Slow System,-1,"14 October, 2023",Oct-2023,,1,320,32%
CUST1219,1000,Oneplus,36,39,36-45,Other,Dhaka,5,3,Very Satisfied,Poor camera resolution,Negative,General,-1,"25 December, 2024",Dec-2024,,0,319,32%
CUST1220,1000,Oppo,37,39,36-45,Female,Rajshahi,2,3,Dissatisfied,Excellent battery life,Positive,Battery Problem,1,"18 August, 2024",Aug-2024,,1,319,32%
CUST1221,1000,Oneplus,49,39,46-55,Male,Barisal,5,3,Very Satisfied,Design feels outdated,Negative,General,-1,"1 May, 2024",May-2024,,0,318,32%
CUST1222,1000,Oneplus,24,39,18-25,Male,Sylhet,1,3,Very Dissatisfied,Excellent customer support,Positive,Service Complaint,1,"18 January, 2024",Jan-2024,,1,318,32%
CUST1223,1000,Oneplus,58,39,47-60,Female,Barisal,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"10 February, 2024",Feb-2024,,1,317,32%
CUST1224,1000,Oppo,50,39,46-55,Male,Khulna,5,3,Very Satisfied,Excellent battery life,Positive,Battery Problem,1,"23 January, 2024",Jan-2024,,0,316,32%
CUST1225,1000,Vivo,57,39,47-60,Other,Dhaka,4,3,Satisfied,Amazing camera quality,Positive,General,1,"8 June, 2024",Jun-2024,,0,316,32%
CUST1226,1000,Oneplus,56,39,47-60,Other,Barisal,2,3,Dissatisfied,Excellent customer support,Positive,Service Complaint,1,"10 July, 2024",Jul-2024,,1,316,32%
CUST1227,1000,Samsung,35,39,26-35,Male,Chittagong,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"30 September, 2024",Sep-2024,,1,315,32%
CUST1228,1000,Oppo,57,39,47-60,Other,Dhaka,4,3,Satisfied,Customer service is slow,Negative,Slow System,-1,"17 September, 2024",Sep-2024,,0,314,31%
CUST1229,1000,Oneplus,18,39,18-25,Male,Khulna,3,3,Neutral,Affordable and reliable,Positive,General,1,"3 October, 2023",Oct-2023,,0,314,31%
CUST1230,1000,Vivo,28,39,26-35,Female,Barisal,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"14 May, 2024",May-2024,,1,314,31%
CUST1231,1000,Oppo,45,39,36-45,Male,Sylhet,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"17 December, 2024",Dec-2024,,0,313,31%
CUST1232,1000,Xiaomi,42,39,36-45,Female,Khulna,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"3 December, 2023",Dec-2023,,0,313,31%
CUST1233,1000,Vivo,40,39,36-45,Other,Chittagong,4,3,Satisfied,Design feels outdated,Negative,General,-1,"25 April, 2024",Apr-2024,,0,313,31%
CUST1234,1000,Samsung,48,39,46-55,Female,Barisal,3,3,Neutral,Amazing camera quality,Positive,General,1,"30 September, 2023",Sep-2023,,0,313,31%
CUST1235,1000,Oneplus,47,39,46-55,Other,Rangpur,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"27 February, 2023",Feb-2023,,1,313,31%
CUST1236,1000,Xiaomi,59,39,47-60,Male,Rangpur,5,3,Very Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"24 November, 2023",Nov-2023,,0,312,31%
CUST1237,1000,Xiaomi,52,39,46-55,Other,Rajshahi,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"31 December, 2024",Dec-2024,,0,312,31%
CUST1238,1000,Oppo,24,39,18-25,Male,Dhaka,3,3,Neutral,Breaks easily,Negative,General,-1,"19 April, 2023",Apr-2023,,0,312,31%
CUST1239,1000,Xiaomi,33,39,26-35,Male,Sylhet,3,3,Neutral,Amazing camera quality,Positive,General,1,"6 October, 2023",Oct-2023,,0,312,31%
CUST1240,1000,Samsung,43,39,36-45,Female,Rajshahi,4,3,Satisfied,Customer service is slow,Negative,Slow System,-1,"16 November, 2024",Nov-2024,,0,312,31%
CUST1241,1000,Samsung,19,39,18-25,Female,Barisal,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"24 November, 2023",Nov-2023,,1,312,31%
CUST1242,1000,Apple,18,39,18-25,Female,Rangpur,3,3,Neutral,Customer service is slow,Negative,Slow System,-1,"11 November, 2023",Nov-2023,,0,311,31%
CUST1243,1000,Samsung,29,39,26-35,Female,Rangpur,3,3,Neutral,Stylish design,Neutral,General,0,"18 April, 2024",Apr-2024,,0,311,31%
CUST1244,1000,Vivo,22,39,18-25,Other,Rangpur,2,3,Dissatisfied,Stylish design,Neutral,General,0,"21 April, 2023",Apr-2023,,1,311,31%
CUST1245,1000,Xiaomi,54,39,46-55,Other,Barisal,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"29 November, 2024",Nov-2024,,0,310,31%
CUST1246,1000,Samsung,49,39,46-55,Other,Rangpur,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"17 August, 2023",Aug-2023,,1,310,31%
CUST1247,1000,Oppo,26,39,26-35,Male,Khulna,2,3,Dissatisfied,Poor camera resolution,Negative,General,-1,"11 May, 2024",May-2024,,1,309,31%
CUST1248,1000,Apple,58,39,47-60,Other,Barisal,4,3,Satisfied,Stylish design,Neutral,General,0,"5 June, 2023",Jun-2023,,0,308,31%
CUST1249,1000,Xiaomi,52,39,46-55,Other,Sylhet,4,3,Satisfied,Affordable and reliable,Positive,General,1,"17 April, 2024",Apr-2024,,0,308,31%
CUST1250,1000,Apple,36,39,36-45,Other,Rajshahi,3,3,Neutral,Poor camera resolution,Negative,General,-1,"1 December, 2024",Dec-2024,,0,308,31%
CUST1251,1000,Xiaomi,33,39,26-35,Female,Sylhet,3,3,Neutral,Breaks easily,Negative,General,-1,"29 September, 2023",Sep-2023,,0,308,31%
CUST1252,1000,Oppo,20,39,18-25,Other,Chittagong,4,3,Satisfied,Design feels outdated,Negative,General,-1,"2 January, 2023",Jan-2023,,0,308,31%
CUST1253,1000,Apple,37,39,36-45,Male,Rangpur,3,3,Neutral,Very durable,Positive,General,1,"22 December, 2024",Dec-2024,,0,308,31%
CUST1254,1000,Oneplus,41,39,36-45,Female,Chittagong,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"25 May, 2024",May-2024,,1,308,31%
CUST1255,1000,Vivo,50,39,46-55,Male,Dhaka,3,3,Neutral,Poor camera resolution,Negative,General,-1,"13 October, 2023",Oct-2023,,0,307,31%
CUST1256,1000,Vivo,41,39,36-45,Other,Dhaka,5,3,Very Satisfied,Customer service is slow,Negative,Slow System,-1,"13 January, 2023",Jan-2023,,0,307,31%
CUST1257,1000,Xiaomi,28,39,26-35,Female,Chittagong,3,3,Neutral,Too expensive for features,Negative,Pricing Issue,-1,"30 August, 2024",Aug-2024,,0,307,31%
CUST1258,1000,Oneplus,25,39,18-25,Male,Barisal,2,3,Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"12 May, 2024",May-2024,,1,307,31%
CUST1259,1000,Apple,53,39,46-55,Other,Sylhet,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"26 August, 2023",Aug-2023,,1,306,31%
CUST1260,1000,Oneplus,55,39,46-55,Male,Chittagong,2,3,Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"4 April, 2023",Apr-2023,,1,305,31%
CUST1261,1000,Oneplus,57,39,47-60,Male,Dhaka,2,3,Dissatisfied,Affordable and reliable,Positive,General,1,"4 December, 2023",Dec-2023,,1,304,30%
CUST1262,1000,Apple,37,39,36-45,Male,Chittagong,5,3,Very Satisfied,Very durable,Positive,General,1,"20 June, 2023",Jun-2023,,0,303,30%
CUST1263,1000,Oppo,52,39,46-55,Other,Barisal,1,3,Very Dissatisfied,Lags frequently,Negative,Slow System,-1,"28 August, 2024",Aug-2024,,1,303,30%
CUST1264,1000,Oneplus,42,39,36-45,Other,Chittagong,1,3,Very Dissatisfied,Lags frequently,Negative,Slow System,-1,"22 October, 2024",Oct-2024,,1,302,30%
CUST1265,1000,Oneplus,52,39,46-55,Male,Sylhet,1,3,Very Dissatisfied,Excellent customer support,Positive,Service Complaint,1,"15 September, 2024",Sep-2024,,1,301,30%
CUST1266,1000,Oppo,42,39,36-45,Female,Rajshahi,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"20 July, 2024",Jul-2024,,1,300,30%
CUST1267,1000,Oneplus,46,39,46-55,Female,Barisal,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"11 April, 2024",Apr-2024,,1,299,30%
CUST1268,1000,Oneplus,35,39,26-35,Other,Dhaka,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"19 September, 2024",Sep-2024,,0,298,30%
CUST1269,1000,Oneplus,35,39,26-35,Other,Sylhet,3,3,Neutral,Amazing camera quality,Positive,General,1,"23 May, 2023",May-2023,,0,298,30%
CUST1270,1000,Vivo,19,39,18-25,Other,Chittagong,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"20 July, 2023",Jul-2023,,1,298,30%
CUST1271,1000,Samsung,52,39,46-55,Other,Chittagong,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"29 June, 2023",Jun-2023,,1,297,30%
CUST1272,1000,Oppo,33,39,26-35,Other,Rajshahi,3,3,Neutral,Amazing camera quality,Positive,General,1,"14 December, 2024",Dec-2024,,0,296,30%
CUST1273,1000,Oneplus,58,39,47-60,Female,Dhaka,3,3,Neutral,Excellent customer support,Positive,Service Complaint,1,"30 December, 2023",Dec-2023,,0,296,30%
CUST1274,1000,Vivo,53,39,46-55,Other,Dhaka,2,3,Dissatisfied,Excellent battery life,Positive,Battery Problem,1,"23 April, 2024",Apr-2024,,1,296,30%
CUST1275,1000,Oppo,50,39,46-55,Male,Khulna,5,3,Very Satisfied,Design feels outdated,Negative,General,-1,"18 July, 2024",Jul-2024,,0,295,30%
CUST1276,1000,Xiaomi,21,39,18-25,Male,Dhaka,4,3,Satisfied,Poor camera resolution,Negative,General,-1,"15 April, 2024",Apr-2024,,0,295,30%
CUST1277,1000,Xiaomi,50,39,46-55,Female,Rajshahi,4,3,Satisfied,Great performance under heavy use,Positive,General,1,"19 January, 2024",Jan-2024,,0,295,30%
CUST1278,1000,Oneplus,31,39,26-35,Male,Rangpur,3,3,Neutral,Design feels outdated,Negative,General,-1,"22 November, 2024",Nov-2024,,0,295,30%
CUST1279,1000,Vivo,38,39,36-45,Female,Khulna,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"21 February, 2024",Feb-2024,,1,295,30%
CUST1280,1000,Vivo,37,39,36-45,Female,Khulna,4,3,Satisfied,Excellent battery life,Positive,Battery Problem,1,"4 November, 2023",Nov-2023,,0,294,29%
CUST1281,1000,Oppo,25,39,18-25,Male,Chittagong,3,3,Neutral,Amazing camera quality,Positive,General,1,"10 October, 2024",Oct-2024,,0,294,29%
CUST1282,1000,Oppo,24,39,18-25,Other,Chittagong,5,3,Very Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"24 November, 2024",Nov-2024,,0,294,29%
CUST1283,1000,Vivo,20,39,18-25,Male,Dhaka,4,3,Satisfied,Lags frequently,Negative,Slow System,-1,"2 January, 2024",Jan-2024,,0,294,29%
CUST1284,1000,Oppo,34,39,26-35,Male,Khulna,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"1 January, 2023",Jan-2023,,0,294,29%
CUST1285,1000,Vivo,50,39,46-55,Female,Chittagong,3,3,Neutral,Great performance under heavy use,Positive,General,1,"13 February, 2023",Feb-2023,,0,294,29%
CUST1286,1000,Samsung,29,39,26-35,Male,Rajshahi,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"8 April, 2023",Apr-2023,,1,294,29%
CUST1287,1000,Vivo,39,39,36-45,Female,Chittagong,5,3,Very Satisfied,Excellent battery life,Positive,Battery Problem,1,"20 December, 2024",Dec-2024,,0,293,29%
CUST1288,1000,Xiaomi,39,39,36-45,Other,Barisal,1,3,Very Dissatisfied,Breaks easily,Negative,General,-1,"22 September, 2023",Sep-2023,,1,293,29%
CUST1289,1000,Oppo,47,39,46-55,Other,Barisal,2,3,Dissatisfied,Excellent customer support,Positive,Service Complaint,1,"20 May, 2023",May-2023,,1,292,29%
CUST1290,1000,Vivo,55,39,46-55,Other,Chittagong,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"25 April, 2024",Apr-2024,,1,291,29%
CUST1291,1000,Vivo,55,39,46-55,Male,Khulna,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"25 August, 2023",Aug-2023,,1,290,29%
CUST1292,1000,Oppo,25,39,18-25,Female,Rangpur,4,3,Satisfied,Great performance under heavy use,Positive,General,1,"13 March, 2023",Mar-2023,,0,289,29%
CUST1293,1000,Samsung,44,39,36-45,Other,Rangpur,3,3,Neutral,Affordable and reliable,Positive,General,1,"28 October, 2024",Oct-2024,,0,289,29%
CUST1294,1000,Samsung,44,39,36-45,Female,Khulna,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"9 July, 2023",Jul-2023,,0,289,29%
CUST1295,1000,Oppo,51,39,46-55,Female,Sylhet,1,3,Very Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"25 September, 2023",Sep-2023,,1,289,29%
CUST1296,1000,Apple,38,39,36-45,Other,Rangpur,5,3,Very Satisfied,Great performance under heavy use,Positive,General,1,"17 November, 2023",Nov-2023,,0,288,29%
CUST1297,1000,Oppo,47,39,46-55,Other,Barisal,1,3,Very Dissatisfied,Poor camera resolution,Negative,General,-1,"17 April, 2023",Apr-2023,,1,288,29%
CUST1298,1000,Oppo,50,39,46-55,Female,Rajshahi,2,3,Dissatisfied,Stylish design,Neutral,General,0,"20 August, 2023",Aug-2023,,1,287,29%
CUST1299,1000,Samsung,45,39,36-45,Other,Khulna,1,3,Very Dissatisfied,Too expensive for features,Negative,Pricing Issue,-1,"11 February, 2023",Feb-2023,,1,286,29%
CUST1300,1000,Samsung,50,39,46-55,Female,Dhaka,4,3,Satisfied,Design feels outdated,Negative,General,-1,"2 December, 2024",Dec-2024,,0,285,29%
CUST1301,1000,Oppo,22,39,18-25,Female,Barisal,3,3,Neutral,Design feels outdated,Negative,General,-1,"19 May, 2023",May-2023,,0,285,29%
CUST1302,1000,Oppo,36,39,36-45,Other,Rajshahi,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"6 September, 2024",Sep-2024,,1,285,29%
CUST1303,1000,Oppo,21,39,18-25,Male,Rajshahi,1,3,Very Dissatisfied,Great performance under heavy use,Positive,General,1,"13 November, 2024",Nov-2024,,1,284,28%
CUST1304,1000,Samsung,52,39,46-55,Other,Khulna,5,3,Very Satisfied,Customer service is slow,Negative,Slow System,-1,"30 September, 2023",Sep-2023,,0,283,28%
CUST1305,1000,Oppo,34,39,26-35,Male,Rajshahi,2,3,Dissatisfied,Battery drains quickly,Negative,Battery Problem,-1,"25 April, 2024",Apr-2024,,1,283,28%
CUST1306,1000,Oppo,45,39,36-45,Female,Khulna,2,3,Dissatisfied,Customer service is slow,Negative,Slow System,-1,"20 February, 2024",Feb-2024,,1,282,28%
CUST1307,1000,Oneplus,47,39,46-55,Female,Rangpur,1,3,Very Dissatisfied,Very durable,Positive,General,1,"20 May, 2024",May-2024,,1,281,28%
CUST1308,1000,Apple,46,39,46-55,Male,Chittagong,2,3,Dissatisfied,Great performance under heavy use,Positive,General,1,"25 December, 2024",Dec-2024,,1,280,28%
CUST1309,1000,Xiaomi,23,39,18-25,Female,Barisal,5,3,Very Satisfied,Amazing camera quality,Positive,General,1,"28 February, 2024",Feb-2024,,0,279,28%
CUST1310,1000,Apple,52,39,46-55,Male,Sylhet,2,3,Dissatisfied,Amazing camera quality,Positive,General,1,"11 February, 2024",Feb-2024,,1,279,28%
CUST1311,1000,Oneplus,58,39,47-60,Male,Chittagong,5,3,Very Satisfied,Lags frequently,Negative,Slow System,-1,"21 July, 2024",Jul-2024,,0,278,28%
CUST1312,1000,Xiaomi,54,39,46-55,Female,Barisal,1,3,Very Dissatisfied,Very durable,Positive,General,1,"25 January, 2024",Jan-2024,,1,278,28%
CUST1313,1000,Oppo,41,39,36-45,Male,Khulna,3,3,Neutral,Excellent customer support,Positive,Service Complaint,1,"8 December, 2023",Dec-2023,,0,277,28%
CUST1314,1000,Oneplus,46,39,46-55,Other,Barisal,2,3,Dissatisfied,Very durable,Positive,General,1,"5 September, 2024",Sep-2024,,1,277,28%
CUST1315,1000,Oppo,48,39,46-55,Other,Rangpur,3,3,Neutral,Very durable,Positive,General,1,"7 May, 2024",May-2024,,0,276,28%
CUST1316,1000,Samsung,52,39,46-55,Female,Khulna,5,3,Very Satisfied,Battery drains quickly,Negative,Battery Problem,-1,"11 July, 2023",Jul-2023,,0,276,28%
CUST1317,1000,Vivo,50,39,46-55,Female,Chittagong,2,3,Dissatisfied,Breaks easily,Negative,General,-1,"13 May, 2024",May-2024,,1,276,28%
CUST1318,1000,Oneplus,38,39,36-45,Male,Dhaka,4,3,Satisfied,Too expensive for features,Negative,Pricing Issue,-1,"12 December, 2024",Dec-2024,,0,275,28%
CUST1319,1000,Samsung,49,39,46-55,Male,Dhaka,3,3,Neutral,Excellent battery life,Positive,Battery Problem,1,"21 August, 2023",Aug-2023,,0,275,28%
CUST1320,1000,Oneplus,40,39,36-45,Male,Barisal,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"15 August, 2023",Aug-2023,,1,275,28%
CUST1321,1000,Oneplus,50,39,46-55,Male,Dhaka,3,3,Neutral,Lags frequently,Negative,Slow System,-1,"6 January, 2024",Jan-2024,,0,274,27%
CUST1322,1000,Samsung,20,39,18-25,Other,Khulna,2,3,Dissatisfied,Lags frequently,Negative,Slow System,-1,"19 May, 2023",May-2023,,1,274,27%
CUST1323,1000,Xiaomi,35,39,26-35,Other,Rajshahi,1,3,Very Dissatisfied,Amazing camera quality,Positive,General,1,"29 May, 2023",May-2023,,1,273,27%
